Brand Name,Percentage Share of Brand,Quarter,Registered Users Count,State,Year
Others,0.080006114338122,2,2617.0,andaman-&-nicobar-islands,2020
Xiaomi,0.23694205878795202,3,9794.0,andaman-&-nicobar-islands,2020
Vivo,0.23118422644248202,3,9556.0,andaman-&-nicobar-islands,2020
Samsung,0.18318616184831202,3,7572.0,andaman-&-nicobar-islands,2020
Oppo,0.090238296842869,3,3730.0,andaman-&-nicobar-islands,2020
Realme,0.055280029031087,3,2285.0,andaman-&-nicobar-islands,2020
OnePlus,0.034837304947381,3,1440.0,andaman-&-nicobar-islands,2020
Huawei,0.029345590903592,3,1213.0,andaman-&-nicobar-islands,2020
Motorola,0.021942663602274003,3,907.0,andaman-&-nicobar-islands,2020
Apple,0.021047538405709002,3,870.0,andaman-&-nicobar-islands,2020
Lenovo,0.014660699165356,3,606.0,andaman-&-nicobar-islands,2020
Others,0.081335430022982,3,3362.0,andaman-&-nicobar-islands,2020
Xiaomi,0.23662111611573403,4,12398.0,andaman-&-nicobar-islands,2020
Vivo,0.234273608672417,4,12275.0,andaman-&-nicobar-islands,2020
Samsung,0.18967096724940802,4,9938.0,andaman-&-nicobar-islands,2020
Oppo,0.09014046873807101,4,4723.0,andaman-&-nicobar-islands,2020
Realme,0.057179937399801005,4,2996.0,andaman-&-nicobar-islands,2020
OnePlus,0.03126192839148,4,1638.0,andaman-&-nicobar-islands,2020
Huawei,0.028093747614321003,4,1472.0,andaman-&-nicobar-islands,2020
Motorola,0.019696160012214,4,1032.0,andaman-&-nicobar-islands,2020
Apple,0.018570119856477,4,973.0,andaman-&-nicobar-islands,2020
Lenovo,0.013512481868844002,4,708.0,andaman-&-nicobar-islands,2020
Others,0.08097946408122701,4,4243.0,andaman-&-nicobar-islands,2020
Vivo,0.23913570414488003,1,13812.0,andaman-&-nicobar-islands,2021
Xiaomi,0.237438969493403,1,13714.0,andaman-&-nicobar-islands,2021
Samsung,0.18804321479275501,1,10861.0,andaman-&-nicobar-islands,2021
Oppo,0.08930364624813801,1,5158.0,andaman-&-nicobar-islands,2021
Realme,0.059195262993870006,1,3419.0,andaman-&-nicobar-islands,2021
OnePlus,0.030697046296616,1,1773.0,andaman-&-nicobar-islands,2021
Huawei,0.027268949755877,1,1575.0,andaman-&-nicobar-islands,2021
Motorola,0.018387063263963003,1,1062.0,andaman-&-nicobar-islands,2021
Apple,0.018283181550607,1,1056.0,andaman-&-nicobar-islands,2021
Tecno,0.013781640638526,1,796.0,andaman-&-nicobar-islands,2021
Others,0.078465320821358,1,4532.0,andaman-&-nicobar-islands,2021
Vivo,0.24246718737418402,2,15056.0,andaman-&-nicobar-islands,2021
Xiaomi,0.23815121990498403,2,14788.0,andaman-&-nicobar-islands,2021
Samsung,0.184813592076656,2,11476.0,andaman-&-nicobar-islands,2021
Oppo,0.08786536758193,2,5456.0,andaman-&-nicobar-islands,2021
Realme,0.064964973025203,2,4034.0,andaman-&-nicobar-islands,2021
OnePlus,0.031902729688380004,2,1981.0,andaman-&-nicobar-islands,2021
Huawei,0.025106691360012003,2,1559.0,andaman-&-nicobar-islands,2021
Apple,0.018568322731298003,2,1153.0,andaman-&-nicobar-islands,2021
Motorola,0.016973991464691,2,1054.0,andaman-&-nicobar-islands,2021
Tecno,0.015685642966422,2,974.0,andaman-&-nicobar-islands,2021
Others,0.07350028182623401,2,4564.0,andaman-&-nicobar-islands,2021
Vivo,0.245006121047445,3,16411.0,andaman-&-nicobar-islands,2021
Xiaomi,0.23794452240900502,3,15938.0,andaman-&-nicobar-islands,2021
Samsung,0.17957063091576803,3,12028.0,andaman-&-nicobar-islands,2021
Oppo,0.087381684631692,3,5853.0,andaman-&-nicobar-islands,2021
Realme,0.07178047833746301,3,4808.0,andaman-&-nicobar-islands,2021
OnePlus,0.034427159535397,3,2306.0,andaman-&-nicobar-islands,2021
Huawei,0.023394344749335,3,1567.0,andaman-&-nicobar-islands,2021
Apple,0.019154399689468003,3,1283.0,andaman-&-nicobar-islands,2021
Tecno,0.017586814368039,3,1178.0,andaman-&-nicobar-islands,2021
Motorola,0.015183183541847,3,1017.0,andaman-&-nicobar-islands,2021
Others,0.06857066077453601,3,4593.0,andaman-&-nicobar-islands,2021
Vivo,0.24515185288381103,4,17597.0,andaman-&-nicobar-islands,2021
Xiaomi,0.23638896628587303,4,16968.0,andaman-&-nicobar-islands,2021
Samsung,0.17517414321538002,4,12574.0,andaman-&-nicobar-islands,2021
Oppo,0.085358038450821,4,6127.0,andaman-&-nicobar-islands,2021
Realme,0.081220395653385,4,5830.0,andaman-&-nicobar-islands,2021
OnePlus,0.037489551407077,4,2691.0,andaman-&-nicobar-islands,2021
Apple,0.020757871273335,4,1490.0,andaman-&-nicobar-islands,2021
Huawei,0.020325996099191,4,1459.0,andaman-&-nicobar-islands,2021
Tecno,0.019740874895514002,4,1417.0,andaman-&-nicobar-islands,2021
Motorola,0.014697687378099001,4,1055.0,andaman-&-nicobar-islands,2021
Others,0.06369462245750901,4,4572.0,andaman-&-nicobar-islands,2021
Vivo,0.24496644295302003,1,18688.0,andaman-&-nicobar-islands,2022
Xiaomi,0.23538433305369102,1,17957.0,andaman-&-nicobar-islands,2022
Samsung,0.16981700922818702,1,12955.0,andaman-&-nicobar-islands,2022
Realme,0.088729551174496,1,6769.0,andaman-&-nicobar-islands,2022
Oppo,0.084692218959731,1,6461.0,andaman-&-nicobar-islands,2022
OnePlus,0.039390205536912005,1,3005.0,andaman-&-nicobar-islands,2022
Tecno,0.023201552013422003,1,1770.0,andaman-&-nicobar-islands,2022
Apple,0.021418833892617003,1,1634.0,andaman-&-nicobar-islands,2022
Huawei,0.018888947147651002,1,1441.0,andaman-&-nicobar-islands,2022
Motorola,0.013763632550335001,1,1050.0,andaman-&-nicobar-islands,2022
Others,0.059747273489932,1,4558.0,andaman-&-nicobar-islands,2022
Xiaomi,0.250739858232552,1,836581.0,andhra-pradesh,2018
Samsung,0.20491450493788302,1,683687.0,andhra-pradesh,2018
Vivo,0.127668330111345,1,425959.0,andhra-pradesh,2018
Oppo,0.091260771178947,1,304487.0,andhra-pradesh,2018
Realme,0.07092748280357801,1,236646.0,andhra-pradesh,2018
Motorola,0.038885342205038004,1,129739.0,andhra-pradesh,2018
OnePlus,0.038790031320715006,1,129421.0,andhra-pradesh,2018
Apple,0.036947653943562,1,123274.0,andhra-pradesh,2018
Lenovo,0.025217821337049,1,84138.0,andhra-pradesh,2018
Huawei,0.022974718638073002,1,76654.0,andhra-pradesh,2018
Others,0.09167348529125201,1,305864.0,andhra-pradesh,2018
Xiaomi,0.252990319224811,2,1113800.0,andhra-pradesh,2018
Samsung,0.20517474003643302,2,903290.0,andhra-pradesh,2018
Vivo,0.13332417195528,2,586965.0,andhra-pradesh,2018
Oppo,0.093252758634788,2,410549.0,andhra-pradesh,2018
Realme,0.069497153915694,2,305964.0,andhra-pradesh,2018
Motorola,0.038579320119749,2,169847.0,andhra-pradesh,2018
OnePlus,0.035301893906699,2,155418.0,andhra-pradesh,2018
Apple,0.034490771236604004,2,151847.0,andhra-pradesh,2018
Lenovo,0.024404321141886003,2,107441.0,andhra-pradesh,2018
Huawei,0.023379458221844,2,102929.0,andhra-pradesh,2018
Others,0.08960509160620901,2,394490.0,andhra-pradesh,2018
Xiaomi,0.25519707820209103,3,1385112.0,andhra-pradesh,2018
Samsung,0.20325420898342603,3,1103186.0,andhra-pradesh,2018
Vivo,0.140354966092854,3,761793.0,andhra-pradesh,2018
Oppo,0.09545994125967201,3,518120.0,andhra-pradesh,2018
Realme,0.069959247308717,3,379712.0,andhra-pradesh,2018
Motorola,0.037540600230266,3,203756.0,andhra-pradesh,2018
OnePlus,0.033415032785106005,3,181364.0,andhra-pradesh,2018
Apple,0.032305706169024,3,175343.0,andhra-pradesh,2018
Huawei,0.024767591375736003,3,134429.0,andhra-pradesh,2018
Lenovo,0.022567730921323,3,122489.0,andhra-pradesh,2018
Others,0.08517789667178001,3,462313.0,andhra-pradesh,2018
Xiaomi,0.25575286525858304,4,1753802.0,andhra-pradesh,2018
Samsung,0.20241770616277902,4,1388061.0,andhra-pradesh,2018
Vivo,0.147458755923702,4,1011185.0,andhra-pradesh,2018
Oppo,0.09844724151643801,4,675093.0,andhra-pradesh,2018
Realme,0.069522759981211,4,476746.0,andhra-pradesh,2018
Motorola,0.036544560780901,4,250601.0,andhra-pradesh,2018
OnePlus,0.030647289668736002,4,210161.0,andhra-pradesh,2018
Apple,0.030585458735216002,4,209737.0,andhra-pradesh,2018
Huawei,0.025700231676424,4,176237.0,andhra-pradesh,2018
Lenovo,0.021813340869707,4,149583.0,andhra-pradesh,2018
Others,0.08110978942629701,4,556203.0,andhra-pradesh,2018
Xiaomi,0.25480407566371605,1,2110547.0,andhra-pradesh,2019
Samsung,0.20383171884550702,1,1688342.0,andhra-pradesh,2019
Vivo,0.152465061350215,1,1262871.0,andhra-pradesh,2019
Oppo,0.10087396877877401,1,835541.0,andhra-pradesh,2019
Realme,0.068191561555032,1,564832.0,andhra-pradesh,2019
Motorola,0.035232322900623,1,291830.0,andhra-pradesh,2019
Apple,0.029108710242002,1,241108.0,andhra-pradesh,2019
OnePlus,0.028645231889483,1,237269.0,andhra-pradesh,2019
Huawei,0.02657026381323,1,220082.0,andhra-pradesh,2019
Lenovo,0.020701509920477,1,171471.0,andhra-pradesh,2019
Others,0.079575575040936,1,659126.0,andhra-pradesh,2019
Xiaomi,0.25448644547243104,2,2389374.0,andhra-pradesh,2019
Samsung,0.203895770402885,2,1914378.0,andhra-pradesh,2019
Vivo,0.156214136900371,2,1466695.0,andhra-pradesh,2019
Oppo,0.102604291424765,2,963352.0,andhra-pradesh,2019
Realme,0.06832663702418601,2,641519.0,andhra-pradesh,2019
Motorola,0.034591319227398006,2,324778.0,andhra-pradesh,2019
Apple,0.028209597973288,2,264860.0,andhra-pradesh,2019
OnePlus,0.027082002210458003,2,254273.0,andhra-pradesh,2019
Huawei,0.026718385328026003,2,250859.0,andhra-pradesh,2019
Lenovo,0.020146015503456002,2,189151.0,andhra-pradesh,2019
Others,0.07772539853273,2,729764.0,andhra-pradesh,2019
Xiaomi,0.25399617332682,3,2656468.0,andhra-pradesh,2019
Samsung,0.203052044839637,3,2123659.0,andhra-pradesh,2019
Vivo,0.16006866249922402,3,1674109.0,andhra-pradesh,2019
Oppo,0.103995786089141,3,1087660.0,andhra-pradesh,2019
Realme,0.069603725819277,3,727964.0,andhra-pradesh,2019
Motorola,0.033360765059266,3,348910.0,andhra-pradesh,2019
Apple,0.027385066183700003,3,286412.0,andhra-pradesh,2019
Huawei,0.027019341709332,3,282587.0,andhra-pradesh,2019
OnePlus,0.025921020915328,3,271100.0,andhra-pradesh,2019
Lenovo,0.018566373446471003,3,194180.0,andhra-pradesh,2019
Others,0.07703104011179901,3,805644.0,andhra-pradesh,2019
Xiaomi,0.25395328393725203,4,2985953.0,andhra-pradesh,2019
Samsung,0.20234416348589201,4,2379139.0,andhra-pradesh,2019
Vivo,0.16347679254845401,4,1922141.0,andhra-pradesh,2019
Oppo,0.10556619758846,4,1241235.0,andhra-pradesh,2019
Realme,0.07183844234544601,4,844668.0,andhra-pradesh,2019
Motorola,0.032462646549553005,4,381692.0,andhra-pradesh,2019
Huawei,0.026985299989802,4,317290.0,andhra-pradesh,2019
Apple,0.026225299231162003,4,308354.0,andhra-pradesh,2019
OnePlus,0.024359146965486002,4,286412.0,andhra-pradesh,2019
Lenovo,0.017757023096759,4,208785.0,andhra-pradesh,2019
Others,0.075031704261728,4,882214.0,andhra-pradesh,2019
Xiaomi,0.25399529721104,1,3307542.0,andhra-pradesh,2020
Samsung,0.20140914724705603,1,2622762.0,andhra-pradesh,2020
Vivo,0.16625725883615902,1,2165012.0,andhra-pradesh,2020
Oppo,0.106516173324343,1,1387060.0,andhra-pradesh,2020
Realme,0.07375315426284301,1,960418.0,andhra-pradesh,2020
Motorola,0.031566587774898,1,411062.0,andhra-pradesh,2020
Huawei,0.026748763252511003,1,348324.0,andhra-pradesh,2020
Apple,0.025290084671703003,1,329329.0,andhra-pradesh,2020
OnePlus,0.022954202330506,1,298911.0,andhra-pradesh,2020
Lenovo,0.01744378385601,1,227154.0,andhra-pradesh,2020
Others,0.07406554723292601,1,964486.0,andhra-pradesh,2020
Xiaomi,0.253888024693297,2,3635594.0,andhra-pradesh,2020
Samsung,0.201690960164947,2,2888149.0,andhra-pradesh,2020
Vivo,0.16825793881495202,2,2409399.0,andhra-pradesh,2020
Oppo,0.107204178865791,2,1535129.0,andhra-pradesh,2020
Realme,0.07487355683700901,2,1072165.0,andhra-pradesh,2020
Motorola,0.031102661198665,2,445380.0,andhra-pradesh,2020
Huawei,0.026482444608554003,2,379220.0,andhra-pradesh,2020
Apple,0.024367731809555003,2,348938.0,andhra-pradesh,2020
OnePlus,0.021593227499925,2,309208.0,andhra-pradesh,2020
Lenovo,0.016989771066731,2,243288.0,andhra-pradesh,2020
Others,0.073549504440568,2,1053205.0,andhra-pradesh,2020
Xiaomi,0.25354870716120304,3,3978789.0,andhra-pradesh,2020
Samsung,0.20099022425179502,3,3154020.0,andhra-pradesh,2020
Vivo,0.17129280056180002,3,2687996.0,andhra-pradesh,2020
Oppo,0.10806010933314501,3,1695723.0,andhra-pradesh,2020
Realme,0.07695582671999601,3,1207622.0,andhra-pradesh,2020
Motorola,0.030416816287879,3,477313.0,andhra-pradesh,2020
Huawei,0.026032975824929003,3,408520.0,andhra-pradesh,2020
Apple,0.023599123270142002,3,370327.0,andhra-pradesh,2020
OnePlus,0.020521264904901002,3,322028.0,andhra-pradesh,2020
Lenovo,0.016626641996558,3,260912.0,andhra-pradesh,2020
Others,0.07195550968764801,3,1129155.0,andhra-pradesh,2020
Xiaomi,0.253309843050988,4,4325662.0,andhra-pradesh,2020
Samsung,0.200266622707786,4,3419866.0,andhra-pradesh,2020
Vivo,0.17278486627726303,4,2950572.0,andhra-pradesh,2020
Oppo,0.10869000879275101,4,1856052.0,andhra-pradesh,2020
Realme,0.079728622237551,4,1361491.0,andhra-pradesh,2020
Motorola,0.029640504398864002,4,506158.0,andhra-pradesh,2020
Huawei,0.025597946659647004,4,437125.0,andhra-pradesh,2020
Apple,0.023083740787447002,4,394191.0,andhra-pradesh,2020
OnePlus,0.019706422222502,4,336518.0,andhra-pradesh,2020
Lenovo,0.016201794681775,4,276671.0,andhra-pradesh,2020
Others,0.070989628183419,4,1212259.0,andhra-pradesh,2020
Xiaomi,0.252924664064762,1,4644641.0,andhra-pradesh,2021
Samsung,0.19797695817075903,1,3635596.0,andhra-pradesh,2021
Vivo,0.17671521362241502,1,3245151.0,andhra-pradesh,2021
Oppo,0.10948242386229401,1,2010506.0,andhra-pradesh,2021
Realme,0.083405971977484,1,1531645.0,andhra-pradesh,2021
Motorola,0.028214034695451,1,518115.0,andhra-pradesh,2021
Huawei,0.024809988252388,1,455604.0,andhra-pradesh,2021
Apple,0.022925730841327003,1,421002.0,andhra-pradesh,2021
OnePlus,0.019381789094842002,1,355922.0,andhra-pradesh,2021
Lenovo,0.015137445093543,1,277980.0,andhra-pradesh,2021
Others,0.06902578032473,1,1267571.0,andhra-pradesh,2021
Xiaomi,0.251654243267576,2,4937684.0,andhra-pradesh,2021
Samsung,0.193581794519671,2,3798250.0,andhra-pradesh,2021
Vivo,0.18205786124544202,2,3572140.0,andhra-pradesh,2021
Oppo,0.110751109594588,2,2173037.0,andhra-pradesh,2021
Realme,0.092646287212541,2,1817804.0,andhra-pradesh,2021
Motorola,0.025639592057552,2,503072.0,andhra-pradesh,2021
Apple,0.022969837527881003,2,450689.0,andhra-pradesh,2021
Huawei,0.022441574432983002,2,440324.0,andhra-pradesh,2021
OnePlus,0.020123995299910002,2,394851.0,andhra-pradesh,2021
Lenovo,0.013312382889576,2,261201.0,andhra-pradesh,2021
Others,0.06482132195227401,2,1271853.0,andhra-pradesh,2021
Xiaomi,0.24960742924775803,3,5256707.0,andhra-pradesh,2021
Vivo,0.18905561650868302,3,3981492.0,andhra-pradesh,2021
Samsung,0.1857173287354,3,3911188.0,andhra-pradesh,2021
Oppo,0.113123197462779,3,2382363.0,andhra-pradesh,2021
Realme,0.10135927533932,3,2134616.0,andhra-pradesh,2021
Motorola,0.023123141432118,3,486971.0,andhra-pradesh,2021
Apple,0.022839284406790002,3,480993.0,andhra-pradesh,2021
OnePlus,0.021795499674309,3,459011.0,andhra-pradesh,2021
Huawei,0.020665532188237003,3,435214.0,andhra-pradesh,2021
Lenovo,0.011644928194808,3,245241.0,andhra-pradesh,2021
Others,0.061068766809791,3,1286102.0,andhra-pradesh,2021
Xiaomi,0.24537466690980703,4,5518238.0,andhra-pradesh,2021
Vivo,0.194807121285672,4,4381023.0,andhra-pradesh,2021
Samsung,0.178639059961192,4,4017419.0,andhra-pradesh,2021
Oppo,0.11476017928564101,4,2580845.0,andhra-pradesh,2021
Realme,0.11244967490592801,4,2528884.0,andhra-pradesh,2021
Apple,0.024233416213745,4,544986.0,andhra-pradesh,2021
OnePlus,0.023361302082006003,4,525373.0,andhra-pradesh,2021
Motorola,0.021095708489681002,4,474422.0,andhra-pradesh,2021
Huawei,0.018228176947968,4,409934.0,andhra-pradesh,2021
Lenovo,0.009977798507885001,4,224391.0,andhra-pradesh,2021
Others,0.057072895410468005,4,1283514.0,andhra-pradesh,2021
Xiaomi,0.24073240824411102,1,5743382.0,andhra-pradesh,2022
Vivo,0.200049241445755,1,4772765.0,andhra-pradesh,2022
Samsung,0.172868826832614,1,4124296.0,andhra-pradesh,2022
Realme,0.120047693953265,1,2864092.0,andhra-pradesh,2022
Oppo,0.11656382394280201,1,2780974.0,andhra-pradesh,2022
Apple,0.024897485957616,1,594003.0,andhra-pradesh,2022
OnePlus,0.024341444912851003,1,580737.0,andhra-pradesh,2022
Motorola,0.019433856662711,1,463652.0,andhra-pradesh,2022
Huawei,0.016827807216135002,1,401477.0,andhra-pradesh,2022
Lenovo,0.00932963606137,1,222586.0,andhra-pradesh,2022
Others,0.054907774770767005,1,1309987.0,andhra-pradesh,2022
Xiaomi,0.242474994184694,1,5212.0,arunachal-pradesh,2018
Samsung,0.20255873458943902,1,4354.0,arunachal-pradesh,2018
Vivo,0.163898581065364,1,3523.0,arunachal-pradesh,2018
Oppo,0.12133054198650801,1,2608.0,arunachal-pradesh,2018
Realme,0.060339613863689,1,1297.0,arunachal-pradesh,2018
Apple,0.029216096766689,1,628.0,arunachal-pradesh,2018
Gionee,0.026192137706443002,1,563.0,arunachal-pradesh,2018
Lenovo,0.0195394277739,1,420.0,arunachal-pradesh,2018
OnePlus,0.018748546173528002,1,403.0,arunachal-pradesh,2018
Motorola,0.015957199348685003,1,343.0,arunachal-pradesh,2018
Others,0.09974412654105601,1,2144.0,arunachal-pradesh,2018
Xiaomi,0.245050634066234,2,8058.0,arunachal-pradesh,2018
Samsung,0.20171517197336,2,6633.0,arunachal-pradesh,2018
Vivo,0.17002706565702602,2,5591.0,arunachal-pradesh,2018
Oppo,0.127847215886628,2,4204.0,arunachal-pradesh,2018
Realme,0.059088282699267004,2,1943.0,arunachal-pradesh,2018
Apple,0.026427029164005002,2,869.0,arunachal-pradesh,2018
Gionee,0.022199920931788002,2,730.0,arunachal-pradesh,2018
Lenovo,0.017668704193656,2,581.0,arunachal-pradesh,2018
OnePlus,0.016847611227686,2,554.0,arunachal-pradesh,2018
Motorola,0.015631177204026,2,514.0,arunachal-pradesh,2018
Others,0.09749718699632001,2,3206.0,arunachal-pradesh,2018
Xiaomi,0.244980619311005,3,11250.0,arunachal-pradesh,2018
Samsung,0.20266974434911303,3,9307.0,arunachal-pradesh,2018
Vivo,0.179129828840207,3,8226.0,arunachal-pradesh,2018
