Place Name,Quarter,State,Total Amount,Total Transactions count,Year
chhatarpur district,4,madhya-pradesh,337223351.3088259,218683.0,2018
morena district,1,madhya-pradesh,590340172.5467699,376798.0,2019
alirajpur district,1,madhya-pradesh,57528445.88014825,31490.0,2019
sehore district,1,madhya-pradesh,1381467050.2092042,1598108.0,2019
rajgarh district,1,madhya-pradesh,849387423.708046,648061.0,2019
khargone district,1,madhya-pradesh,660544853.6667627,411986.0,2019
satna district,1,madhya-pradesh,837796202.3663837,764362.0,2019
narsinghpur district,1,madhya-pradesh,518838319.2702274,399379.0,2019
jabalpur district,1,madhya-pradesh,2066194878.0751889,1489827.0,2019
hoshangabad district,1,madhya-pradesh,797390486.8744063,553426.0,2019
vidisha district,1,madhya-pradesh,611099763.9538649,563457.0,2019
balaghat district,1,madhya-pradesh,630492988.9965429,554447.0,2019
singrauli district,1,madhya-pradesh,909610315.8822656,771972.0,2019
betul district,1,madhya-pradesh,672533278.2668386,534677.0,2019
sidhi district,1,madhya-pradesh,410718619.8730597,248937.0,2019
datia district,1,madhya-pradesh,252504015.56773353,180925.0,2019
dewas district,1,madhya-pradesh,1084348082.083155,911351.0,2019
sheopur district,1,madhya-pradesh,135311510.098753,91429.0,2019
neemuch district,1,madhya-pradesh,395660623.3520371,354202.0,2019
raisen district,1,madhya-pradesh,725879807.2669368,695558.0,2019
mandsaur district,1,madhya-pradesh,539074153.2850753,483684.0,2019
barwani district,1,madhya-pradesh,219244169.14213452,128005.0,2019
katni district,1,madhya-pradesh,409719255.6873062,301180.0,2019
dindori district,1,madhya-pradesh,177463422.54077092,124325.0,2019
shivpuri district,1,madhya-pradesh,453501159.67207533,396289.0,2019
gwalior district,1,madhya-pradesh,2088543078.3536992,1342886.0,2019
anuppur district,1,madhya-pradesh,368414431.5635754,269466.0,2019
agar malwa district,1,madhya-pradesh,287964461.4494403,172327.0,2019
ashoknagar district,1,madhya-pradesh,228929290.71462488,148509.0,2019
sagar district,1,madhya-pradesh,1031788235.3211441,925998.0,2019
niwari district,1,madhya-pradesh,94651228.74141198,71604.0,2019
rewa district,1,madhya-pradesh,1138882577.754617,866533.0,2019
shajapur district,1,madhya-pradesh,496437268.90841657,424237.0,2019
ujjain district,1,madhya-pradesh,1264261226.7636352,940607.0,2019
bhind district,1,madhya-pradesh,478039474.56920195,359414.0,2019
tikamgarh district,1,madhya-pradesh,261488913.1219021,196901.0,2019
seoni district,1,madhya-pradesh,502814827.12198955,372002.0,2019
harda district,1,madhya-pradesh,230304157.9159057,154078.0,2019
burhanpur district,1,madhya-pradesh,179246644.0764046,112881.0,2019
damoh district,1,madhya-pradesh,302505344.2563059,238517.0,2019
bhopal district,1,madhya-pradesh,9878412374.297678,8252290.0,2019
jhabua district,1,madhya-pradesh,139117371.34711158,91081.0,2019
dhar district,1,madhya-pradesh,1063530759.762942,976357.0,2019
guna district,1,madhya-pradesh,561823338.1452124,405000.0,2019
east nimar district,1,madhya-pradesh,382404007.5330337,261800.0,2019
chhindwara district,1,madhya-pradesh,883844445.1281322,712778.0,2019
umaria district,1,madhya-pradesh,228656214.15156192,173141.0,2019
mandla district,1,madhya-pradesh,220376060.06544742,142749.0,2019
indore district,1,madhya-pradesh,8462300131.378918,5731364.0,2019
shahdol district,1,madhya-pradesh,487101458.35959864,314212.0,2019
ratlam district,1,madhya-pradesh,739522679.3292215,547587.0,2019
panna district,1,madhya-pradesh,212311094.1214256,157047.0,2019
chhatarpur district,1,madhya-pradesh,469959429.53119093,325808.0,2019
morena district,2,madhya-pradesh,759305410.9408532,343097.0,2019
alirajpur district,2,madhya-pradesh,69497452.41988502,34336.0,2019
sehore district,2,madhya-pradesh,1498323453.5966241,1000398.0,2019
rajgarh district,2,madhya-pradesh,1017424331.535209,514081.0,2019
khargone district,2,madhya-pradesh,750061980.5160892,382282.0,2019
satna district,2,madhya-pradesh,985174475.02744,616768.0,2019
narsinghpur district,2,madhya-pradesh,606090629.4459138,346905.0,2019
jabalpur district,2,madhya-pradesh,3365108021.110371,2003659.0,2019
hoshangabad district,2,madhya-pradesh,1398321448.027144,733352.0,2019
vidisha district,2,madhya-pradesh,790501880.7453303,481189.0,2019
balaghat district,2,madhya-pradesh,762685263.2847067,449840.0,2019
singrauli district,2,madhya-pradesh,992797313.4503391,551954.0,2019
betul district,2,madhya-pradesh,767821477.0829716,449045.0,2019
sidhi district,2,madhya-pradesh,493694170.465987,233508.0,2019
datia district,2,madhya-pradesh,339467343.8421911,152773.0,2019
dewas district,2,madhya-pradesh,1221413819.186645,705805.0,2019
sheopur district,2,madhya-pradesh,183254253.3882566,84977.0,2019
neemuch district,2,madhya-pradesh,436804315.3763004,256620.0,2019
raisen district,2,madhya-pradesh,900587870.7028184,560941.0,2019
mandsaur district,2,madhya-pradesh,635844969.5025591,389452.0,2019
barwani district,2,madhya-pradesh,248252777.2854694,124076.0,2019
katni district,2,madhya-pradesh,520588852.04924506,293589.0,2019
dindori district,2,madhya-pradesh,239975836.0210143,113733.0,2019
shivpuri district,2,madhya-pradesh,547286279.7906877,300960.0,2019
gwalior district,2,madhya-pradesh,2419928141.075864,1264694.0,2019
anuppur district,2,madhya-pradesh,402977513.253777,224927.0,2019
agar malwa district,2,madhya-pradesh,343520367.2474686,149682.0,2019
ashoknagar district,2,madhya-pradesh,294579713.26756614,137874.0,2019
sagar district,2,madhya-pradesh,1228020791.017765,758405.0,2019
niwari district,2,madhya-pradesh,126884358.2320805,63955.0,2019
rewa district,2,madhya-pradesh,1390495018.41335,718741.0,2019
shajapur district,2,madhya-pradesh,612106800.275732,339228.0,2019
ujjain district,2,madhya-pradesh,1520840061.8610392,869522.0,2019
bhind district,2,madhya-pradesh,626308252.5816314,302340.0,2019
tikamgarh district,2,madhya-pradesh,307990547.12250704,157005.0,2019
seoni district,2,madhya-pradesh,648666931.8791126,329624.0,2019
harda district,2,madhya-pradesh,326718386.4041372,142930.0,2019
burhanpur district,2,madhya-pradesh,207175425.2032238,105876.0,2019
damoh district,2,madhya-pradesh,365700982.50169873,196650.0,2019
bhopal district,2,madhya-pradesh,17309015090.75333,12031142.0,2019
jhabua district,2,madhya-pradesh,161135239.2851464,77960.0,2019
dhar district,2,madhya-pradesh,1123223534.056122,688408.0,2019
guna district,2,madhya-pradesh,721667755.441529,350879.0,2019
east nimar district,2,madhya-pradesh,458126334.582946,258938.0,2019
chhindwara district,2,madhya-pradesh,1108779630.854079,645533.0,2019
umaria district,2,madhya-pradesh,247440808.27591902,138398.0,2019
mandla district,2,madhya-pradesh,272824616.4349692,146979.0,2019
indore district,2,madhya-pradesh,14340814113.220861,8459734.0,2019
shahdol district,2,madhya-pradesh,548392883.6818831,283233.0,2019
ratlam district,2,madhya-pradesh,837756959.1611744,436200.0,2019
panna district,2,madhya-pradesh,264866666.57722607,144870.0,2019
chhatarpur district,2,madhya-pradesh,588325833.1001078,298946.0,2019
morena district,3,madhya-pradesh,810520758.2520224,420577.0,2019
alirajpur district,3,madhya-pradesh,73365800.59824678,43708.0,2019
sehore district,3,madhya-pradesh,1645829156.995117,1227719.0,2019
rajgarh district,3,madhya-pradesh,1064320990.847442,630750.0,2019
khargone district,3,madhya-pradesh,879202941.5295783,501626.0,2019
satna district,3,madhya-pradesh,1059489130.4453511,725235.0,2019
narsinghpur district,3,madhya-pradesh,650967602.9346142,453436.0,2019
jabalpur district,3,madhya-pradesh,3585214328.999977,2424190.0,2019
hoshangabad district,3,madhya-pradesh,1383313404.849295,790986.0,2019
vidisha district,3,madhya-pradesh,854570416.6079029,727266.0,2019
balaghat district,3,madhya-pradesh,887611890.1539011,567601.0,2019
singrauli district,3,madhya-pradesh,1173251043.3561769,642493.0,2019
betul district,3,madhya-pradesh,847202003.6750573,563154.0,2019
sidhi district,3,madhya-pradesh,512669032.7262333,273664.0,2019
datia district,3,madhya-pradesh,310956418.3702055,185547.0,2019
dewas district,3,madhya-pradesh,1490521770.498501,992605.0,2019
sheopur district,3,madhya-pradesh,192951569.0235382,103886.0,2019
neemuch district,3,madhya-pradesh,519709448.02738124,327456.0,2019
raisen district,3,madhya-pradesh,949746911.3354739,773784.0,2019
mandsaur district,3,madhya-pradesh,761949946.8985124,494027.0,2019
barwani district,3,madhya-pradesh,319751040.826925,171739.0,2019
katni district,3,madhya-pradesh,593226091.956301,402094.0,2019
dindori district,3,madhya-pradesh,264100608.85143158,141683.0,2019
shivpuri district,3,madhya-pradesh,623887050.2623472,480685.0,2019
gwalior district,3,madhya-pradesh,2938882604.962947,1945426.0,2019
anuppur district,3,madhya-pradesh,433772254.1271859,268378.0,2019
agar malwa district,3,madhya-pradesh,369483216.79058963,186478.0,2019
ashoknagar district,3,madhya-pradesh,310769625.9727926,165758.0,2019
sagar district,3,madhya-pradesh,1347968051.4244912,935229.0,2019
niwari district,3,madhya-pradesh,130837866.1554277,78935.0,2019
rewa district,3,madhya-pradesh,1453796034.835269,935300.0,2019
shajapur district,3,madhya-pradesh,673322001.1987181,433966.0,2019
ujjain district,3,madhya-pradesh,1861274343.618021,1287391.0,2019
bhind district,3,madhya-pradesh,630475529.7209358,380363.0,2019
tikamgarh district,3,madhya-pradesh,324341358.1104247,186786.0,2019
seoni district,3,madhya-pradesh,692944134.2328482,410048.0,2019
harda district,3,madhya-pradesh,293038210.5432082,168509.0,2019
burhanpur district,3,madhya-pradesh,260769325.3795116,161877.0,2019
damoh district,3,madhya-pradesh,397137186.7367182,237834.0,2019
bhopal district,3,madhya-pradesh,19449113922.05043,15339970.0,2019
jhabua district,3,madhya-pradesh,188820321.13267732,102684.0,2019
dhar district,3,madhya-pradesh,1358217450.0838819,895526.0,2019
guna district,3,madhya-pradesh,805281720.1875607,504290.0,2019
east nimar district,3,madhya-pradesh,531815119.2646069,355840.0,2019
chhindwara district,3,madhya-pradesh,1250371332.8003001,855072.0,2019
umaria district,3,madhya-pradesh,284003592.0016964,165477.0,2019
mandla district,3,madhya-pradesh,305989954.0329734,206390.0,2019
indore district,3,madhya-pradesh,17332954157.39548,11739888.0,2019
shahdol district,3,madhya-pradesh,640132896.5761545,388129.0,2019
ratlam district,3,madhya-pradesh,1045629823.543397,684393.0,2019
panna district,3,madhya-pradesh,268994052.9895658,161511.0,2019
chhatarpur district,3,madhya-pradesh,641856047.3558884,363052.0,2019
morena district,4,madhya-pradesh,1176653200.34673,552247.0,2019
alirajpur district,4,madhya-pradesh,111375197.38070181,59374.0,2019
sehore district,4,madhya-pradesh,2294177801.243717,1629869.0,2019
rajgarh district,4,madhya-pradesh,1515871630.885089,796105.0,2019
khargone district,4,madhya-pradesh,1235838033.2296011,689426.0,2019
satna district,4,madhya-pradesh,1510243338.341208,983069.0,2019
narsinghpur district,4,madhya-pradesh,932750800.22912,583854.0,2019
jabalpur district,4,madhya-pradesh,4636477563.561832,2901762.0,2019
hoshangabad district,4,madhya-pradesh,1753044610.047301,962252.0,2019
vidisha district,4,madhya-pradesh,1255756247.970314,874643.0,2019
balaghat district,4,madhya-pradesh,1261417059.325937,786128.0,2019
singrauli district,4,madhya-pradesh,1620787625.956875,888076.0,2019
betul district,4,madhya-pradesh,1258725233.125148,777178.0,2019
sidhi district,4,madhya-pradesh,757811477.3894438,371875.0,2019
datia district,4,madhya-pradesh,432679416.0032599,229322.0,2019
dewas district,4,madhya-pradesh,2061011651.782811,1251392.0,2019
sheopur district,4,madhya-pradesh,283784507.7272147,143865.0,2019
neemuch district,4,madhya-pradesh,761018666.710302,437313.0,2019
raisen district,4,madhya-pradesh,1299786956.5868082,909026.0,2019
mandsaur district,4,madhya-pradesh,1174728688.631494,666721.0,2019
barwani district,4,madhya-pradesh,460445027.01960254,240538.0,2019
katni district,4,madhya-pradesh,828805126.7779654,479971.0,2019
dindori district,4,madhya-pradesh,334782163.8930688,188857.0,2019
shivpuri district,4,madhya-pradesh,903883898.6970116,582096.0,2019
gwalior district,4,madhya-pradesh,4050254390.7232127,2509157.0,2019
anuppur district,4,madhya-pradesh,603613476.7487521,369552.0,2019
agar malwa district,4,madhya-pradesh,488561343.3566568,242128.0,2019
ashoknagar district,4,madhya-pradesh,453295365.84140915,229322.0,2019
sagar district,4,madhya-pradesh,1853137602.085916,1218814.0,2019
niwari district,4,madhya-pradesh,182508349.7388565,98546.0,2019
rewa district,4,madhya-pradesh,2078184265.186203,1160674.0,2019
shajapur district,4,madhya-pradesh,993408390.5956173,550250.0,2019
ujjain district,4,madhya-pradesh,2534823488.3187423,1649254.0,2019
bhind district,4,madhya-pradesh,958481497.3250488,499964.0,2019
tikamgarh district,4,madhya-pradesh,459197353.12283975,250671.0,2019
seoni district,4,madhya-pradesh,974187067.6697235,553103.0,2019
harda district,4,madhya-pradesh,412943463.3634922,228444.0,2019
burhanpur district,4,madhya-pradesh,366453162.7728373,212469.0,2019
damoh district,4,madhya-pradesh,566204811.1556314,308020.0,2019
bhopal district,4,madhya-pradesh,24303685079.877422,18062429.0,2019
jhabua district,4,madhya-pradesh,272107291.6601217,138527.0,2019
dhar district,4,madhya-pradesh,1868318600.635217,1194971.0,2019
guna district,4,madhya-pradesh,1133891528.98251,603422.0,2019
east nimar district,4,madhya-pradesh,731504467.3027996,464888.0,2019
chhindwara district,4,madhya-pradesh,1828645736.76842,1143151.0,2019
umaria district,4,madhya-pradesh,385321545.52075595,221931.0,2019
mandla district,4,madhya-pradesh,442600272.1883175,274439.0,2019
indore district,4,madhya-pradesh,23175261773.68209,15879423.0,2019
shahdol district,4,madhya-pradesh,904148565.4771671,521170.0,2019
ratlam district,4,madhya-pradesh,1520656346.996079,846558.0,2019
panna district,4,madhya-pradesh,401424811.93197066,221446.0,2019
chhatarpur district,4,madhya-pradesh,883250818.9651694,494307.0,2019
morena district,1,madhya-pradesh,1487773913.322694,677107.0,2020
alirajpur district,1,madhya-pradesh,139222795.2055811,80878.0,2020
sehore district,1,madhya-pradesh,2672516076.599974,1747508.0,2020
rajgarh district,1,madhya-pradesh,1931180320.955352,1003150.0,2020
khargone district,1,madhya-pradesh,1574505862.423655,881158.0,2020
satna district,1,madhya-pradesh,1784631427.166116,1054696.0,2020
narsinghpur district,1,madhya-pradesh,1184472226.218605,688918.0,2020
jabalpur district,1,madhya-pradesh,5963024021.3977585,3486010.0,2020
hoshangabad district,1,madhya-pradesh,1373162855.003778,828769.0,2020
vidisha district,1,madhya-pradesh,1432345729.841382,924103.0,2020
balaghat district,1,madhya-pradesh,1537219792.922466,906061.0,2020
singrauli district,1,madhya-pradesh,1813855141.383542,1021478.0,2020
betul district,1,madhya-pradesh,1505930532.9735162,945162.0,2020
sidhi district,1,madhya-pradesh,920320721.1366476,446051.0,2020
datia district,1,madhya-pradesh,526142245.711793,268264.0,2020
dewas district,1,madhya-pradesh,2464387871.393967,1550696.0,2020
sheopur district,1,madhya-pradesh,352706798.3802645,184458.0,2020
neemuch district,1,madhya-pradesh,886080840.623139,531047.0,2020
raisen district,1,madhya-pradesh,1549085424.333671,1032990.0,2020
mandsaur district,1,madhya-pradesh,1375833119.4837801,807793.0,2020
barwani district,1,madhya-pradesh,604870938.0003757,325006.0,2020
katni district,1,madhya-pradesh,943799882.3973982,556365.0,2020
dindori district,1,madhya-pradesh,396788718.2048433,214866.0,2020
shivpuri district,1,madhya-pradesh,1103063094.064333,550319.0,2020
gwalior district,1,madhya-pradesh,4742983278.610157,2793829.0,2020
anuppur district,1,madhya-pradesh,724569321.1941388,418000.0,2020
agar malwa district,1,madhya-pradesh,625620488.0107846,311735.0,2020
ashoknagar district,1,madhya-pradesh,528607935.56182444,277647.0,2020
sagar district,1,madhya-pradesh,2082416999.991927,1331074.0,2020
niwari district,1,madhya-pradesh,217310730.45194468,121988.0,2020
rewa district,1,madhya-pradesh,2622020903.592218,1358528.0,2020
shajapur district,1,madhya-pradesh,1213374763.6922688,669470.0,2020
ujjain district,1,madhya-pradesh,2984071094.51804,1956388.0,2020
bhind district,1,madhya-pradesh,1134766386.7772532,576145.0,2020
tikamgarh district,1,madhya-pradesh,526334043.83412534,303500.0,2020
seoni district,1,madhya-pradesh,1242759290.2327712,673872.0,2020
harda district,1,madhya-pradesh,488993407.8552156,286337.0,2020
burhanpur district,1,madhya-pradesh,470435916.8267562,290428.0,2020
damoh district,1,madhya-pradesh,643762443.1742475,356009.0,2020
bhopal district,1,madhya-pradesh,26955303213.75216,18872294.0,2020
jhabua district,1,madhya-pradesh,335602062.4116914,185141.0,2020
dhar district,1,madhya-pradesh,2336164021.151242,1500274.0,2020
guna district,1,madhya-pradesh,1318350475.4830961,712143.0,2020
east nimar district,1,madhya-pradesh,985252866.00711,631279.0,2020
chhindwara district,1,madhya-pradesh,2660677487.5778337,1550995.0,2020
umaria district,1,madhya-pradesh,456166379.5399409,253659.0,2020
mandla district,1,madhya-pradesh,557993549.7228284,346631.0,2020
indore district,1,madhya-pradesh,30491290764.19948,20249473.0,2020
shahdol district,1,madhya-pradesh,1534787163.935138,761513.0,2020
ratlam district,1,madhya-pradesh,1772832178.358021,1004214.0,2020
panna district,1,madhya-pradesh,502772844.4476434,272659.0,2020
chhatarpur district,1,madhya-pradesh,1059141076.1447951,588668.0,2020
morena district,2,madhya-pradesh,2004598751.5638099,979863.0,2020
alirajpur district,2,madhya-pradesh,263806138.89906,155614.0,2020
sehore district,2,madhya-pradesh,3502556848.342663,2007098.0,2020
rajgarh district,2,madhya-pradesh,3068680022.419083,1370563.0,2020
khargone district,2,madhya-pradesh,2348687630.950598,1304018.0,2020
satna district,2,madhya-pradesh,2299659062.9965434,1279303.0,2020
narsinghpur district,2,madhya-pradesh,1747257364.121968,937615.0,2020
jabalpur district,2,madhya-pradesh,4127023650.0580325,2318052.0,2020
hoshangabad district,2,madhya-pradesh,1911483431.609852,1066800.0,2020
vidisha district,2,madhya-pradesh,2114809476.4918902,1117516.0,2020
balaghat district,2,madhya-pradesh,2249262810.331126,1264576.0,2020
singrauli district,2,madhya-pradesh,2418071609.30899,1241316.0,2020
betul district,2,madhya-pradesh,2035034813.124415,1295916.0,2020
sidhi district,2,madhya-pradesh,1251703559.017153,594134.0,2020
datia district,2,madhya-pradesh,814911322.7150948,371197.0,2020
dewas district,2,madhya-pradesh,3316587068.990117,1913320.0,2020
sheopur district,2,madhya-pradesh,632810944.0852448,287598.0,2020
neemuch district,2,madhya-pradesh,1070993929.146634,647097.0,2020
raisen district,2,madhya-pradesh,2158327798.903433,1262637.0,2020
mandsaur district,2,madhya-pradesh,1894387003.6147091,988154.0,2020
barwani district,2,madhya-pradesh,917979409.5245919,504022.0,2020
katni district,2,madhya-pradesh,1227357562.792697,697772.0,2020
dindori district,2,madhya-pradesh,642902838.0419433,294665.0,2020
shivpuri district,2,madhya-pradesh,1802939903.2152252,765616.0,2020
gwalior district,2,madhya-pradesh,4775816368.953523,2624767.0,2020
anuppur district,2,madhya-pradesh,980195492.1188456,528535.0,2020
agar malwa district,2,madhya-pradesh,1029333871.0899692,457894.0,2020
ashoknagar district,2,madhya-pradesh,915854462.0085747,411999.0,2020
sagar district,2,madhya-pradesh,2989078262.609155,1633278.0,2020
niwari district,2,madhya-pradesh,323550911.78354216,163980.0,2020
rewa district,2,madhya-pradesh,3929625254.510859,1877915.0,2020
shajapur district,2,madhya-pradesh,2009109363.143172,963692.0,2020
ujjain district,2,madhya-pradesh,3502234253.762901,2060273.0,2020
bhind district,2,madhya-pradesh,1567302614.122136,860061.0,2020
tikamgarh district,2,madhya-pradesh,870779989.0139148,433833.0,2020
seoni district,2,madhya-pradesh,1876111768.675933,919072.0,2020
harda district,2,madhya-pradesh,923750328.2977577,437409.0,2020
burhanpur district,2,madhya-pradesh,721369190.5894086,448472.0,2020
damoh district,2,madhya-pradesh,957636734.1200182,503111.0,2020
bhopal district,2,madhya-pradesh,27679446324.45678,14074026.0,2020
jhabua district,2,madhya-pradesh,610389566.3608975,345216.0,2020
dhar district,2,madhya-pradesh,2906918483.5859733,1792207.0,2020
guna district,2,madhya-pradesh,2035955767.9419763,900412.0,2020
east nimar district,2,madhya-pradesh,1549743255.6353421,941821.0,2020
chhindwara district,2,madhya-pradesh,3543387312.882436,1950309.0,2020
umaria district,2,madhya-pradesh,646825289.7004355,340098.0,2020
mandla district,2,madhya-pradesh,850370429.2975839,480536.0,2020
indore district,2,madhya-pradesh,28685653051.731613,13320426.0,2020
shahdol district,2,madhya-pradesh,1542516881.0136988,791555.0,2020
ratlam district,2,madhya-pradesh,2377066090.09512,1214400.0,2020
panna district,2,madhya-pradesh,812220357.4162295,411969.0,2020
chhatarpur district,2,madhya-pradesh,1487940663.8813522,788845.0,2020
morena district,3,madhya-pradesh,2513158393.78342,1099715.0,2020
alirajpur district,3,madhya-pradesh,315733167.6023681,161857.0,2020
sehore district,3,madhya-pradesh,4197137117.0135603,2512141.0,2020
rajgarh district,3,madhya-pradesh,3377561392.8752184,1602252.0,2020
khargone district,3,madhya-pradesh,3022308238.455488,1565121.0,2020
satna district,3,madhya-pradesh,2978185557.314616,1679598.0,2020
narsinghpur district,3,madhya-pradesh,1966793014.8668842,1085273.0,2020
jabalpur district,3,madhya-pradesh,6733555697.65695,3568035.0,2020
hoshangabad district,3,madhya-pradesh,2338006892.479837,1307021.0,2020
vidisha district,3,madhya-pradesh,2699925269.663188,1426125.0,2020
balaghat district,3,madhya-pradesh,2772263232.711515,1530617.0,2020
singrauli district,3,madhya-pradesh,3159908500.4134684,1641125.0,2020
betul district,3,madhya-pradesh,2736945398.365112,1615774.0,2020
sidhi district,3,madhya-pradesh,1582656775.540965,746341.0,2020
datia district,3,madhya-pradesh,971355519.2469969,436118.0,2020
dewas district,3,madhya-pradesh,4394184455.067969,2498225.0,2020
sheopur district,3,madhya-pradesh,657392233.1006646,310991.0,2020
neemuch district,3,madhya-pradesh,1532695172.035258,806043.0,2020
raisen district,3,madhya-pradesh,2628295544.802391,1624365.0,2020
mandsaur district,3,madhya-pradesh,2435251645.050977,1213750.0,2020
barwani district,3,madhya-pradesh,1216096421.487726,615021.0,2020
katni district,3,madhya-pradesh,1601344230.3695128,902355.0,2020
dindori district,3,madhya-pradesh,759222383.9067988,362774.0,2020
shivpuri district,3,madhya-pradesh,2176411286.46308,918103.0,2020
gwalior district,3,madhya-pradesh,7817520356.400029,3978884.0,2020
anuppur district,3,madhya-pradesh,1208285677.264046,664283.0,2020
agar malwa district,3,madhya-pradesh,1136830442.346402,488774.0,2020
ashoknagar district,3,madhya-pradesh,1045446572.5930711,482485.0,2020
sagar district,3,madhya-pradesh,3708622884.307446,2022389.0,2020
niwari district,3,madhya-pradesh,392982412.9041935,193815.0,2020
rewa district,3,madhya-pradesh,3959365505.51191,2086383.0,2020
shajapur district,3,madhya-pradesh,2192556605.5590887,1095702.0,2020
ujjain district,3,madhya-pradesh,5297389626.97533,2921971.0,2020
bhind district,3,madhya-pradesh,2048190964.4234412,979454.0,2020
tikamgarh district,3,madhya-pradesh,959433739.9285225,491496.0,2020
seoni district,3,madhya-pradesh,2089162276.3583908,1053694.0,2020
harda district,3,madhya-pradesh,931935805.3629215,500606.0,2020
burhanpur district,3,madhya-pradesh,1021350623.012419,572555.0,2020
damoh district,3,madhya-pradesh,1143180966.978652,570162.0,2020
bhopal district,3,madhya-pradesh,57525605025.51221,29560361.0,2020
jhabua district,3,madhya-pradesh,726655151.9990163,373102.0,2020
dhar district,3,madhya-pradesh,4260243322.862532,2527639.0,2020
guna district,3,madhya-pradesh,2443104469.436231,1133377.0,2020
east nimar district,3,madhya-pradesh,1837941946.6685963,1094471.0,2020
chhindwara district,3,madhya-pradesh,3726188140.640314,2113701.0,2020
umaria district,3,madhya-pradesh,769775751.4985476,421809.0,2020
mandla district,3,madhya-pradesh,1031317389.125783,574815.0,2020
indore district,3,madhya-pradesh,31851463020.7612,17544816.0,2020
shahdol district,3,madhya-pradesh,1856954171.38744,971434.0,2020
ratlam district,3,madhya-pradesh,3061414644.969604,1510708.0,2020
panna district,3,madhya-pradesh,957142671.47175,475441.0,2020
chhatarpur district,3,madhya-pradesh,1935232278.0025322,946814.0,2020
morena district,4,madhya-pradesh,3953477371.08446,1558956.0,2020
alirajpur district,4,madhya-pradesh,424965978.9104811,218291.0,2020
sehore district,4,madhya-pradesh,6071266571.198606,3633263.0,2020
rajgarh district,4,madhya-pradesh,4772213369.075053,2246137.0,2020
khargone district,4,madhya-pradesh,4494479655.685021,2316421.0,2020
satna district,4,madhya-pradesh,4730850081.038763,2441893.0,2020
narsinghpur district,4,madhya-pradesh,3012480790.481521,1564453.0,2020
jabalpur district,4,madhya-pradesh,9769636688.245636,5245511.0,2020
hoshangabad district,4,madhya-pradesh,3611030904.960101,2019683.0,2020
vidisha district,4,madhya-pradesh,3935091664.6853313,2048942.0,2020
balaghat district,4,madhya-pradesh,4327237253.639404,2264084.0,2020
singrauli district,4,madhya-pradesh,4532106287.064731,2307583.0,2020
betul district,4,madhya-pradesh,4155886908.7823052,2338983.0,2020
sidhi district,4,madhya-pradesh,2364979330.5689282,1056459.0,2020
datia district,4,madhya-pradesh,1444388557.202534,610567.0,2020
dewas district,4,madhya-pradesh,6453013619.067839,3659099.0,2020
sheopur district,4,madhya-pradesh,952730306.3447659,426813.0,2020
neemuch district,4,madhya-pradesh,2294476553.4443226,1138127.0,2020
raisen district,4,madhya-pradesh,3795545559.439977,2354383.0,2020
mandsaur district,4,madhya-pradesh,3599293908.404353,1702849.0,2020
barwani district,4,madhya-pradesh,1900039062.742188,942429.0,2020
katni district,4,madhya-pradesh,2477741226.374768,1313363.0,2020
dindori district,4,madhya-pradesh,1044878188.248591,507945.0,2020
shivpuri district,4,madhya-pradesh,3314285091.496779,1338636.0,2020
gwalior district,4,madhya-pradesh,12129267094.94929,6115831.0,2020
anuppur district,4,madhya-pradesh,1811583633.931184,968828.0,2020
agar malwa district,4,madhya-pradesh,1634982482.0574913,687422.0,2020
ashoknagar district,4,madhya-pradesh,1488084429.997281,668278.0,2020
sagar district,4,madhya-pradesh,5341735254.358235,2882971.0,2020
niwari district,4,madhya-pradesh,587169247.896822,263987.0,2020
rewa district,4,madhya-pradesh,6440539078.097477,3045335.0,2020
shajapur district,4,madhya-pradesh,3122785610.328477,1557727.0,2020
ujjain district,4,madhya-pradesh,7849328204.967745,4280284.0,2020
bhind district,4,madhya-pradesh,3148511019.969347,1375781.0,2020
tikamgarh district,4,madhya-pradesh,1420798584.0052211,689996.0,2020
seoni district,4,madhya-pradesh,3105941827.287248,1518741.0,2020
harda district,4,madhya-pradesh,1358337158.167201,745011.0,2020
burhanpur district,4,madhya-pradesh,1468116825.198771,835693.0,2020
damoh district,4,madhya-pradesh,1648755982.6143951,795381.0,2020
bhopal district,4,madhya-pradesh,67905952477.88091,38492334.0,2020
jhabua district,4,madhya-pradesh,1047606013.2590921,526191.0,2020
dhar district,4,madhya-pradesh,6450900581.257767,3833814.0,2020
guna district,4,madhya-pradesh,3557970760.124153,1650908.0,2020
east nimar district,4,madhya-pradesh,2763633316.014061,1569591.0,2020
chhindwara district,4,madhya-pradesh,5890642613.695305,3170211.0,2020
umaria district,4,madhya-pradesh,1162284635.422002,610841.0,2020
mandla district,4,madhya-pradesh,1577936333.796832,834886.0,2020
indore district,4,madhya-pradesh,42359214660.83629,25715586.0,2020
shahdol district,4,madhya-pradesh,2800510419.842836,1463780.0,2020
ratlam district,4,madhya-pradesh,4568608001.31349,2168894.0,2020
panna district,4,madhya-pradesh,1391244910.9039938,643236.0,2020
chhatarpur district,4,madhya-pradesh,2810603686.010727,1286133.0,2020
morena district,1,madhya-pradesh,4076150820.817652,1642617.0,2021
alirajpur district,1,madhya-pradesh,499989236.2147408,228504.0,2021
sehore district,1,madhya-pradesh,6207673600.6952505,3804912.0,2021
rajgarh district,1,madhya-pradesh,5531194245.644239,2591177.0,2021
